Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
532681,Indiabulls Financial Services Ltd.,IBULLSBBPH,IBULLSBBPH,Delisted,B ,2.00,-, ,Equity,-,-,-,-,
532682,ABG Shipyard Ltd.,ABGSHIP,ABG SHIPYARD LTD.,Delisted,Z ,10.00,INE067H01016, ,Equity,-,-,-,-,
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.00,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
532684,Everest Kanto Cylinders Ltd.,EKC,EVEREST KANTO CYLINDER LTD.,Active,B ,2.00,INE184H01027,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
532685,Kama Holdings Limited,SRFPOLYBBPH,SRFPOLYBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532686,Kernex Microsystems (India) Ltd.,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Active,T ,10.00,INE202H01019,Transport Related Services,Equity,Services,Services,Transport Services,Transport Related Services,
532687,Repro India Ltd.,REPRO,REPRO INDIA LTD.,Active,B ,10.00,INE461B01014,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,
532688,Compulink Systems Ltd.,COMSYS,COMPULINK SYSTEMS LTD.,Delisted,B ,10.00,INE206H01010, ,Equity,-,-,-,-,
532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Active,A ,10.00,INE191H01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
532690,Ramsarup Industries Ltd.,RAMSARUP,RAMSARUP INDUSTRIES LTD.,Delisted,Z ,10.00,INE005D01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532691,Tulip Telcom Ltd,TULIP,TULIP TELECOM LTD.,Delisted,Z ,2.00,INE122H01027, ,Equity,-,-,-,-,
532692,Radha Madhav Corporation Ltd.,RMCL,RADHA MADHAV CORPORATION LTD.,Active,Z ,10.00,INE172H01014,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging,
532693,Punj LLoyd Ltd,PUNJLLOYD,PUNJ LLOYD LTD.,Suspended,Z ,2.00,INE701B01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532694,Bartronics India Ltd.,ASMS,BARTRONICS INDIA LTD.,Active,Z ,1.00,INE855F01042,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532695,Celebrity Fashions Ltd.,CELEBRITY,CELEBRITY FASHIONS LTD.,Active,B ,10.00,INE185H01016,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532696,Educomp Solutions Ltd,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Active,Z ,2.00,INE216H01027,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,
532698,Nitin Spinners Ltd.,NITINSPIN,NITIN SPINNERS LTD.,Active,B ,10.00,INE229H01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532699,Royal Orchid Hotels Ltd,ROHLTD,ROYAL ORCHID HOTELS LTD.,Active,B ,10.00,INE283H01019,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
532700,Entertainment Network (India) Ltd,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Active,B ,10.00,INE265F01028,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,
532701,CELLA SPACE LIMITED,CELLA,Cella Space Ltd,Active,Z ,10.00,INE266H01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.00,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing,
532703,Reliance Capital Ventures Limited,RCAPVL,RELIANCE CAPITAL VENTURES LTD.,Delisted,B ,10.00,INE331H01016, ,Equity,-,-,-,-,
532704,Reliance Energy Ventures Limited,RENVL,RELIANCE ENERGY VENTURES LTD.,Delisted,B ,10.00,INE329H01010, ,Equity,-,-,-,-,
532705,Jagran Prakashan Limited,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,B ,2.00,INE199G01027,Print Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Print Media,
532706,Inox Leisure Limited,INOXLEISUR,INOX LEISURE LTD.,Delisted,A ,10.00,INE312H01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
532707,Dynemic Products Ltd.,DYNPRO,DYNEMIC PRODUCTS LTD.,Active,B ,10.00,INE256H01015,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
532708,GVK Power & Infrastructure Ltd,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,Active,B ,1.00,INE251H01024,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532709,Reliance Natural Resources Limited,RNRL,RELIANCE NATURAL RESOURCES LTD.,Delisted,XD,5.00,INE328H01012, ,Equity,-,-,-,-,
532710,Sadbhav Engineering Ltd.,SADBHAV,SADBHAV ENGINEERING LTD.,Active,T ,1.00,INE226H01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532711,Sunil Hitech Engineers Limited,SUNILHITEC,SUNIL HITECH ENGINEERS LTD.,Delisted,XT,1.00,INE305H01028, ,Equity,-,-,-,-,
532712,Reliance Communications Limited,RCOM,RELIANCE COMMUNICATIONS LTD.,Active,T ,5.00,INE330H01018,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
532713,Sakuma Exports Ltd.,SAKUMA,SAKUMA EXPORTS LTD.,Active,B ,1.00,INE190H01024,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
532714,KEC International Ltd.,KEC,KEC INTERNATIONAL LTD.,Active,A ,2.00,INE389H01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
532715,Gitanjali Gems Ltd.,GITANJALI,GITANJALI GEMS LTD.,Suspended,Z ,10.00,INE346H01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
532716,Gillanders Arbuthnot & Co. Ltd.,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Active,B ,10.00,INE047B01011,Tea & Coffee,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,
532717,Indo Tech Transformers Limited,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,T ,10.00,INE332H01014,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
532718,Pratibha Industries Ltd.,PRATIBHA,PRATIBHA INDUSTRIES LTD.,Suspended,Z ,2.00,INE308H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532719,B L Kashyap and Sons Ltd,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,B ,1.00,INE350H01032,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532720,Mahindra & Mahindra Financial Services Limited,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.00,INE774D01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
532721,Visa Steel Limited,VISASTEEL,VISA STEEL LTD.,Active,T ,10.00,INE286H01012,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
532722,Nitco Ltd.,NITCO,NITCO LTD.,Active,B ,10.00,INE858F01012,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,
532723,MPDL LIMITED,MPDL,MPDL Ltd,Active,X ,10.00,INE493H01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532724,Mounteverest Trading & Investment Ltd.,MOUNTEVTR,MOUNTEVEREST TRADING & INVESTMENT LTD.,Delisted,B ,10.00,INE492H01016, ,Equity,-,-,-,-,
532725,Solar Industries India Limited,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2.00,INE343H01029,Explosives,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,
532726,GALLANTT ISPAT LIMITED,GALLANTT,Gallantt Ispat Ltd,Active,B ,10.00,INE297H01019,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532727,Adhunik Metaliks Ltd.,ADHUNIK,ADHUNIK METALIKS LTD.,Delisted,Z ,10.00,INE400H01019, ,Equity,-,-,-,-,
532728,Malu Paper Mills Limited,MALUPAPER,MALU PAPER MILLS LTD.,Active,B ,10.00,INE383H01017,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
532729,Uttam Sugar Mills Ltd,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Active,B ,10.00,INE786F01031,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,
532730,STL Global Ltd,SGL,STL GLOBAL LTD.,Active,B ,10.00,INE353H01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532731,ROHIT FERRO-TECH LTD.,ROHITFERRO,ROHIT FERRO-TECH LTD.,Delisted,B ,10.00,INE248H01012,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
532732,Kewal Kiran Clothing Ltd.,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B ,10.00,INE401H01017,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
532733,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.00,INE424H01027,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532734,GODAWARI POWER AND ISPAT LTD.,GPIL,GODAWARI POWER & ISPAT LTD.,Active,A ,5.00,INE177H01021,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532735,R Systems International Limited,RSYSTEMINT,R Systems International Limited,Active,B ,1.00,INE411H01032,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532736,Powersoft Global Solutions Ltd.,POWERSOF,POWERSOFT GLOBAL SOLUTIONS LTD.,Delisted,XT,10.00,INE979C01013, ,Equity,-,-,-,-,
532737,Emkay Global Financial Services Ltd,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,B ,10.00,INE296H01011,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
532738,Tantia Constructions Limited,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,Suspended,Z ,10.00,INE388G01018,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532739,Plethico Pharmaceuticals Ltd.,PLETHICO,PLETHICO PHARMACEUTICALS LTD.,Delisted,Z ,10.00,INE491H01018, ,Equity,-,-,-,-,
532740,Lokesh Machines Limited,LOKESHMACH,LOKESH MACHINES LTD.,Active,T ,10.00,INE397H01017,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,
532741,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B ,10.00,INE390H01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,
532742,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,PAUSHAK LTD.,Active,A ,10.00,INE111F01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
532743,Reliance Petroleum Limited,RPL,RELIANCE PETROLEUM LTD.,Delisted,A ,10.00,INE475H01011, ,Equity,-,-,-,-,
532744,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,GTN TEXTILES LTD.,Active,X ,10.00,INE302H01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532745,Inditrade Capital Limited,INDICAP,Inditrade Capital Limited,Active,XT,10.00,INE347H01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
532746,Unity Infraprojects Limited,UNITY,UNITY INFRAPROJECTS LTD.,Suspended,Z ,2.00,INE466H01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532747,Kingfisher Airlines Limited,KFA,KINGFISHER AIRLINES LTD.,Delisted,Z ,10.00,INE438H01019, ,Equity,-,-,-,-,
532748,Prime Focus Limited,PFOCUS,PRIME FOCUS LTD.,Active,B ,1.00,INE367G01038,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
532749,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2.00,INE418H01029,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,
532750,"SRF Ltd.,",SRFLTDBBPH,SRFLTDBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532751,EASUN REYROLLE LTD.,EASUNREYRL,EASUN REYROLLE LTD.,Suspended,Z ,2.00,INE268C01029,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,
532752,Revathi Equipment Ltd.,REVTEQBBPH,REVTEQBBPH,Delisted,B ,10.00,-, ,Equity,-,-,-,-,
532753,Ashim Investment Company Limited,ASHIM,ASHIM INVESTMENT COMPANY LTD.,Delisted,B ,10.00,INE511H01021, ,Equity,-,-,-,-,
532754,GMR AIRPORTS INFRASTRUCTURE LIMITED,GMRINFRA,GMR Airports Infrastructure Ltd,Active,A ,1.00,INE776C01039,Airport & Airport services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services,
532755,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A ,5.00,INE669C01036,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
532756,CIE Automotive India Limited,CIEINDIA,CIE Automotive India Ltd,Active,A ,10.00,INE536H01010,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532757,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,A ,10.00,INE540H01012,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,
532758,KEW Industries Limited,KEWIND,KEW INDUSTRIES LTD.,Delisted,Z ,10.00,INE700H01012, ,Equity,-,-,-,-,
532759,Atlanta Limited,ATLANTA,ATLANTA LTD.,Active,T ,2.00,INE285H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532760,DEEP ENERGY RESOURCES LIMITED,DEEPENR,Deep Energy Resources Ltd,Active,T ,10.00,INE677H01012,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,
532761,HOV Services Limited,HOVS,HOV SERVICES LTD.,Active,T ,10.00,INE596H01014,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532762,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A ,2.00,INE731H01025,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,
532763,Akzo Nobel India Limited,ICIBBPH,ICIBBPH,Delisted,P ,10.00,-, ,Equity,-,-,-,-,
532764,GeeCee Ventures Limited,GEECEE,GeeCee Ventures Limited,Active,B ,10.00,INE916G01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532765,Usher Agro Limited,USHERAGRO,USHER AGRO LTD.,Delisted,XT,10.00,INE235G01011, ,Equity,-,-,-,-,
532766,Richa Industries Limited,RICHAIND,RICHA INDUSTRIES LTD.,Active,Z ,10.00,INE516H01012,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532767,Gayatri Projects Limited,GAYAPROJ,GAYATRI PROJECTS LTD.,Active,T ,2.00,INE336H01023,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,
532768,FIEM INDUSTRIES LIMITED,FIEMIND,FIEM INDUSTRIES LTD.,Active,A ,10.00,INE737H01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532770,Hanung Toys & Textiles Limited,HANUNG,HANUNG TOYS & TEXTILES LTD.,Delisted,XT,10.00,INE648H01013, ,Equity,-,-,-,-,
532771,JHS Svendgaard Laboratories Ltd.,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,T ,10.00,INE544H01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,
532772,DCB Bank Limited,DCBBANK,DCB Bank Limited,Active,A ,10.00,INE503A01015,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,T ,10.00,INE792H01019,Airline,Equity,Services,Services,Transport Services,Airline,
532774,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Active,T ,10.00,INE020G01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
532775,GTL Infrastructure Limited,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,A ,10.00,INE221H01019,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B ,2.00,INE637H01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532777,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10.00,INE663F01024,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,
532778,LANCO INFRATECH LTD.,LITL,LANCO INFRATECH LTD.,Delisted,XT,1.00,INE785C01048, ,Equity,-,-,-,-,
532779,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Active,A ,10.00,INE813H01021,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities,
532780,Parsvnath Developers Ltd.,PARSVNATH,PARSVNATH DEVELOPERS LTD.,Active,B ,5.00,INE561H01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532781,Blue Bird (India) Limited,BLUEBIRD,BLUE BIRD (INDIA) LTD.,Delisted,T ,10.00,INE697H01010, ,Equity,-,-,-,-,
532782,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,Active,B ,1.00,INE645H01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
532783,LT Foods Limited,DAAWAT,LT FOODS LTD.,Active,A ,1.00,INE818H01020,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,
532784,Sobha Limited,SOBHA,Sobha Limited,Active,A ,10.00,INE671H01015,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
532785,Ruchira Papers Ltd,RUCHIRA,RUCHIRA PAPERS LTD.,Active,B ,10.00,INE803H01014,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
532786,GREAT OFFSHORE LIMITED,GTOFFSHORE,GOL OFFSHORE LTD.,Delisted,XT,10.00,INE892H01017, ,Equity,-,-,-,-,
532787,ESS DEE Aluminium Limited,ESSDEE,ESS DEE ALUMINIUM LTD.,Delisted,Z ,10.00,INE825H01017,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,
532788,XL Energy Limited,XLENERGY,XL ENERGY LTD.,Delisted,Z ,10.00,INE183H01011,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,
532789,Nissan Copper Limited,NCOPPER,NISSAN COPPER LTD.,Delisted,Z ,10.00,INE846H01039, ,Equity,-,-,-,-,
532790,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Active,A ,1.00,INE483C01032,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products,
532791,PYRAMID SAIMIRA THEATRE LTD.,PSTL,PYRAMID SAIMIRA THEATRE LTD.,Delisted,T ,10.00,INE165H01018, ,Equity,-,-,-,-,
532792,Cairn India Limited,CAIRN,CAIRN INDIA LTD.,Delisted,B ,10.00,INE910H01017, ,Equity,-,-,-,-,
532793,Shree Ashtavinayak Cine Vision Ltd,SHREEASHTA,SHREE ASHTAVINAYAK CINE VISION LTD.,Delisted,XT,1.00,INE538H01024, ,Equity,-,-,-,-,
532794,Zee Media Corporation Limited,ZEEMEDIA,Zee Media Corporation Limited,Active,B ,1.00,INE966H01019,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532795,Siti Networks Limited,SITINET,Siti Networks Ltd,Active,T ,1.00,INE965H01011,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
532796,Lumax Auto Technologies Ltd.,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B ,2.00,INE872H01027,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,T ,10.00,INE718H01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5.00,INE870H01013,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,
